domain1_score,essay_set,words_count,sentence_count,avg_sentence_length,total_spelling_errors,total_sentence_errors
7,1,341,15,22,6,3
10,1,454,26,17,10,1
9,1,478,27,17,18,24
12,1,587,35,16,14,9
12,1,728,39,18,9,30
8,1,333,24,13,11,14
8,1,341,26,13,10,23
9,1,368,21,17,5,10
6,1,168,6,28,10,19
9,1,248,22,11,6,5
8,1,435,29,15,4,32
10,1,369,22,16,5,1
10,1,503,15,33,6,26
8,1,428,18,23,9,12
8,1,267,6,44,21,17
8,1,410,27,15,4,31
9,1,365,35,10,13,22
7,1,338,19,17,5,4
8,1,341,23,14,9,29
10,1,504,28,18,4,10
8,1,274,20,13,10,34
8,1,357,25,14,7,9
10,1,499,19,26,8,27
10,1,375,18,20,5,27
8,1,262,11,23,9,6
9,1,439,22,19,8,16
11,1,612,30,20,18,26
8,1,276,14,19,6,3
9,1,422,21,20,13,2
8,1,332,16,20,3,26
10,1,415,22,18,7,26
8,1,350,17,20,9,12
10,1,559,38,14,7,9
10,1,455,17,26,15,2
8,1,198,10,19,3,17
9,1,459,27,17,9,24
8,1,437,22,19,6,13
10,1,454,37,12,30,3
8,1,448,13,34,11,13
8,1,215,15,14,4,27
9,1,357,24,14,5,23
8,1,241,8,30,7,21
11,1,558,34,16,7,19
8,1,377,25,15,4,12
6,1,141,12,11,3,5
6,1,324,4,81,3,1
8,1,340,18,18,6,10
9,1,569,24,23,10,12
7,1,260,21,12,6,34
9,1,360,26,13,14,4
9,1,332,29,11,15,21
11,1,457,31,14,9,8
10,1,508,34,14,3,32
10,1,567,25,22,18,3
11,1,538,26,20,12,33
7,1,294,13,22,5,14
9,1,393,21,18,5,23
9,1,395,21,18,16,18
8,1,257,20,12,7,22
8,1,368,21,17,1,1
6,1,212,18,11,2,32
10,1,504,28,18,5,2
8,1,360,21,17,15,32
8,1,245,8,30,6,26
8,1,269,17,15,2,25
8,1,393,20,19,11,18
10,1,348,24,14,3,5
10,1,459,26,17,7,20
9,1,451,22,20,12,8
7,1,204,13,15,3,26
9,1,464,27,17,18,31
9,1,344,27,12,12,16
9,1,525,31,16,8,11
10,1,408,19,21,7,24
7,1,259,11,23,5,31
8,1,251,14,17,10,27
8,1,322,22,14,12,21
8,1,354,20,17,6,8
8,1,388,20,19,25,21
8,1,326,20,16,6,32
10,1,510,28,18,11,26
8,1,393,13,30,14,7
12,1,677,39,17,12,9
8,1,296,12,24,8,34
8,1,342,21,16,9,18
7,1,196,19,10,4,9
9,1,327,13,25,8,28
7,1,266,22,12,7,4
9,1,337,15,22,9,22
10,1,341,16,21,7,16
8,1,411,23,17,4,22
11,1,514,19,27,32,15
8,1,404,30,13,4,7
8,1,356,20,17,9,16
6,1,235,12,19,14,5
10,1,545,37,14,6,12
10,1,435,34,12,10,4
8,1,240,13,18,1,22
8,1,270,24,11,5,1
8,1,271,18,15,14,15
4,1,120,4,30,10,33
10,1,401,23,17,3,0
9,1,368,32,11,7,2
8,1,334,20,16,10,16
9,1,280,12,23,12,18
8,1,196,9,21,29,12
8,1,302,17,17,22,16
6,1,175,5,35,23,20
10,1,699,36,19,15,23
9,1,369,24,15,17,27
9,1,477,24,19,33,12
4,1,74,5,14,3,34
9,1,442,37,11,1,28
8,1,272,26,10,2,32
8,1,269,17,15,5,2
11,1,551,24,22,10,20
8,1,299,14,21,8,31
10,1,559,23,24,32,10
10,1,418,24,17,16,6
9,1,347,24,14,17,24
8,1,290,15,19,10,1
7,1,329,11,29,35,6
8,1,350,27,12,7,15
9,1,326,16,20,3,1
8,1,395,38,10,10,6
2,1,27,3,9,1,26
10,1,473,26,18,6,5
6,1,326,7,46,2,21
9,1,410,18,22,7,23
8,1,382,20,19,17,8
10,1,402,19,21,8,25
8,1,294,16,18,3,7
8,1,359,23,15,13,3
8,1,323,22,14,17,21
6,1,231,8,28,5,4
8,1,333,21,15,3,33
12,1,537,16,33,12,2
6,1,210,11,19,17,6
11,1,641,35,18,13,31
8,1,316,19,16,8,6
8,1,371,27,13,10,21
8,1,270,25,10,15,4
10,1,459,12,38,13,17
9,1,339,22,15,1,24
6,1,241,11,21,7,13
8,1,378,25,15,4,24
8,1,388,29,13,9,10
11,1,535,31,17,12,24
9,1,333,18,18,3,32
8,1,393,20,19,4,11
9,1,397,23,17,6,29
9,1,401,13,30,8,29
10,1,401,24,16,5,13
8,1,283,23,12,7,29
10,1,480,31,15,5,17
8,1,383,21,18,4,31
9,1,392,29,13,7,14
8,1,196,11,17,7,33
8,1,331,19,17,0,26
10,1,591,28,21,21,25
6,1,233,12,19,9,33
9,1,586,33,17,36,13
12,1,413,23,17,8,2
8,1,434,25,17,6,30
8,1,338,16,21,12,29
8,1,329,17,19,6,26
10,1,526,29,18,12,0
9,1,389,23,16,18,27
8,1,325,12,27,6,19
9,1,396,28,14,5,14
10,1,441,30,14,8,18
8,1,384,12,32,8,15
10,1,419,18,23,5,17
12,1,643,25,25,14,18
12,1,785,45,17,16,0
7,1,251,20,12,0,23
8,1,336,26,12,10,9
10,1,318,18,17,8,22
9,1,521,35,14,7,11
8,1,433,28,15,0,26
6,1,197,10,19,3,24
9,1,425,14,30,4,20
8,1,365,22,16,3,3
8,1,403,29,13,18,17
10,1,346,25,13,20,22
7,1,259,8,32,5,21
8,1,271,11,24,5,16
10,1,347,21,16,14,20
8,1,305,24,12,5,20
9,1,432,19,22,10,1
10,1,353,19,18,12,34
8,1,414,22,18,10,9
9,1,296,14,21,12,12
9,1,476,30,15,10,23
8,1,437,28,15,12,8
8,1,350,16,21,0,26
10,1,503,38,13,12,14
10,1,422,25,16,10,10
11,1,396,29,13,3,11
8,1,298,25,11,5,18
8,1,511,24,21,21,0
7,1,210,8,26,3,10
8,1,292,27,10,2,2
9,1,510,20,25,6,6
12,1,459,25,18,8,1
8,1,397,26,15,8,24
8,1,397,32,12,11,28
9,1,474,17,27,16,5
8,1,325,16,20,8,9
11,1,446,34,13,14,6
8,1,449,22,20,7,21
7,1,241,11,21,9,29
8,1,312,25,12,9,19
8,1,422,28,15,15,33
9,1,408,23,17,10,31
9,1,426,23,18,6,4
8,1,363,23,15,10,5
10,1,481,45,10,11,29
8,1,469,16,29,21,31
9,1,351,18,19,12,27
4,1,100,6,16,0,8
9,1,470,32,14,7,7
8,1,328,17,19,18,20
10,1,435,34,12,0,8
10,1,507,25,20,19,12
6,1,171,14,12,7,32
9,1,434,28,15,15,10
9,1,462,20,23,10,10
8,1,376,26,14,9,22
8,1,442,26,17,5,15
8,1,176,14,12,7,23
8,1,254,10,25,5,1
8,1,435,31,14,1,11
10,1,478,26,18,9,6
6,1,174,8,21,2,4
10,1,358,22,16,3,24
9,1,464,33,14,8,18
8,1,418,25,16,6,19
10,1,333,20,16,5,7
11,1,509,33,15,8,23
10,1,317,24,13,2,22
11,1,521,25,20,19,6
10,1,437,27,16,15,0
9,1,348,22,15,8,34
8,1,260,20,13,7,0
9,1,311,15,20,8,0
8,1,531,25,21,10,20
10,1,375,22,17,7,0
7,1,293,26,11,10,27
8,1,234,11,21,10,28
8,1,396,22,18,1,12
10,1,642,49,13,11,16
12,1,778,44,17,32,0
8,1,446,33,13,4,22
11,1,395,32,12,5,11
4,1,94,1,94,12,24
8,1,384,24,16,4,20
11,1,591,34,17,7,16
8,1,418,30,13,14,23
9,1,470,29,16,18,29
12,1,500,28,17,4,9
10,1,385,16,24,3,30
8,1,303,20,15,7,5
9,1,385,20,19,3,3
8,1,395,23,17,3,12
9,1,355,19,18,5,20
9,1,357,19,18,7,4
10,1,378,21,18,2,21
8,1,302,16,18,17,29
8,1,332,25,13,5,32
8,1,310,20,15,7,1
11,1,410,21,19,12,6
10,1,273,14,19,0,19
8,1,313,28,11,16,3
9,1,403,23,17,8,9
10,1,452,19,23,16,28
6,1,139,14,9,9,19
7,1,367,24,15,4,10
8,1,320,19,16,4,24
7,1,255,20,12,2,25
8,1,259,13,19,5,12
9,1,348,21,16,25,12
6,1,237,11,21,0,9
8,1,256,15,17,8,19
10,1,483,28,17,6,9
10,1,351,20,17,5,29
8,1,385,22,17,5,13
8,1,290,28,10,11,4
8,1,203,11,18,5,26
10,1,367,23,15,9,9
10,1,523,26,20,6,8
7,1,279,16,17,7,7
8,1,351,27,13,9,23
8,1,312,21,14,13,26
8,1,319,23,13,5,33
7,1,258,9,28,9,27
9,1,547,29,18,6,16
4,1,76,6,12,1,3
9,1,461,12,38,8,22
8,1,269,21,12,7,11
7,1,250,15,16,14,8
11,1,493,26,18,6,32
7,1,338,32,10,26,1
8,1,281,13,21,10,16
10,1,372,27,13,9,25
7,1,320,15,21,18,28
11,1,487,29,16,4,18
11,1,443,30,14,7,34
8,1,374,22,17,12,15
9,1,368,21,17,25,9
9,1,389,22,17,4,23
8,1,495,19,26,6,11
7,1,292,10,29,19,12
10,1,397,19,20,5,31
9,1,397,28,14,15,21
8,1,291,17,17,6,18
10,1,577,25,23,30,10
9,1,577,26,22,22,28
9,1,315,22,14,5,3
8,1,382,13,29,6,20
8,1,385,23,16,12,6
9,1,428,22,19,6,21
11,1,606,38,15,25,21
9,1,584,19,30,4,14
9,1,348,13,26,12,26
8,1,279,13,21,4,23
8,1,381,21,18,10,29
10,1,522,35,14,15,11
8,1,409,33,12,8,33
11,1,525,26,20,14,29
8,1,449,29,15,10,30
7,1,269,21,12,8,26
8,1,436,12,36,12,16
9,1,578,36,16,22,14
9,1,376,19,19,7,24
8,1,349,27,12,9,10
8,1,230,12,19,9,32
7,1,196,10,19,5,33
10,1,602,44,13,14,6
8,1,172,14,12,3,6
9,1,541,28,19,5,0
8,1,340,8,42,17,2
8,1,330,24,13,10,33
10,1,531,32,16,2,34
8,1,316,12,26,22,24
8,1,320,24,13,4,10
8,1,357,23,15,4,24
8,1,396,24,16,5,31
8,1,281,10,28,5,6
8,1,222,12,18,6,12
7,1,196,17,11,7,22
11,1,471,27,17,11,33
10,1,497,27,18,11,24
9,1,364,33,11,9,22
8,1,332,18,18,5,16
10,1,406,23,17,19,10
8,1,261,14,18,2,27
8,1,381,17,22,25,0
8,1,276,26,10,8,31
8,1,391,35,11,4,7
11,1,473,15,31,4,17
11,1,449,27,16,9,8
8,1,365,24,15,6,29
10,1,452,30,15,17,12
9,1,412,27,15,11,13
8,1,389,29,13,11,20
9,1,440,21,20,13,9
8,1,293,19,15,5,19
8,1,359,18,19,2,24
6,1,99,4,24,3,34
7,1,272,9,30,7,23
9,1,418,26,16,15,8
9,1,378,25,15,15,25
12,1,526,31,16,18,13
8,1,338,20,16,11,19
8,1,318,19,16,10,8
10,1,373,23,16,8,29
10,1,451,30,15,12,34
8,1,250,11,22,8,27
8,1,242,16,15,5,24
9,1,553,35,15,1,20
10,1,386,19,20,16,20
12,1,505,24,21,12,15
8,1,254,15,16,9,23
10,1,419,19,22,15,25
9,1,435,23,18,7,32
10,1,380,26,14,13,26
9,1,465,22,21,7,14
9,1,315,21,15,14,22
7,1,291,18,16,4,5
8,1,325,32,10,5,18
8,1,505,32,15,1,26
8,1,356,17,20,12,12
8,1,340,25,13,9,17
5,1,376,24,15,6,9
11,1,601,25,24,18,20
6,1,237,22,10,5,28
9,1,375,24,15,19,18
9,1,264,14,18,9,23
7,1,232,11,21,2,6
9,1,447,35,12,4,5
8,1,430,21,20,19,25
9,1,399,22,18,10,30
10,1,512,30,17,6,2
9,1,262,17,15,3,15
11,1,351,23,15,6,23
10,1,513,29,17,16,33
9,1,392,18,21,11,28
9,1,411,19,21,25,20
10,1,316,26,12,5,2
8,1,324,25,12,3,11
9,1,339,18,18,1,0
7,1,236,13,18,9,26
11,1,524,30,17,8,14
10,1,393,27,14,13,31
9,1,376,31,12,6,31
8,1,256,13,19,0,18
12,1,616,31,19,11,22
8,1,240,11,21,23,26
10,1,423,29,14,9,14
8,1,392,28,14,13,32
10,1,401,16,25,23,23
8,1,346,18,19,2,23
6,1,177,11,16,6,30
8,1,577,46,12,16,4
8,1,393,22,17,12,21
10,1,439,29,15,12,7
8,1,251,15,16,8,17
10,1,362,8,45,11,2
11,1,496,29,17,9,18
6,1,181,11,16,7,17
7,1,223,13,17,4,6
8,1,249,14,17,9,19
6,1,144,8,18,0,25
8,1,386,17,22,14,19
8,1,441,15,29,10,32
9,1,410,30,13,4,10
10,1,428,25,17,4,14
8,1,375,18,20,4,24
8,1,251,12,20,10,12
9,1,338,19,17,4,12
10,1,427,27,15,11,27
10,1,541,29,18,9,15
8,1,257,17,15,12,4
6,1,188,7,26,2,5
12,1,588,31,18,22,21
10,1,324,22,14,4,21
8,1,319,22,14,15,19
10,1,401,23,17,6,21
12,1,529,22,24,16,27
9,1,327,17,19,4,11
9,1,395,25,15,2,33
10,1,381,21,18,16,26
9,1,430,27,15,5,4
12,1,526,31,16,10,13
9,1,426,31,13,8,30
11,1,499,32,15,15,12
8,1,329,22,14,7,34
10,1,638,35,18,11,5
7,1,231,13,17,8,2
9,1,311,20,15,18,0
8,1,347,19,18,7,14
10,1,423,24,17,12,23
6,1,199,13,15,8,24
7,1,119,11,10,7,20
8,1,194,16,12,4,24
10,1,536,11,48,28,21
8,1,301,26,11,8,31
8,1,225,19,11,5,25
10,1,416,21,19,9,18
9,1,307,21,14,6,33
8,1,500,29,17,26,17
10,1,413,22,18,7,11
8,1,340,24,14,15,32
8,1,259,11,23,4,10
6,1,200,8,25,4,33
4,1,86,4,21,4,20
8,1,346,17,20,10,4
9,1,351,23,15,8,21
6,1,229,5,45,9,32
9,1,347,23,15,8,2
7,1,276,13,21,6,24
9,1,396,14,28,3,27
7,1,245,13,18,11,7
7,1,216,10,21,3,13
6,1,129,8,16,1,4
9,1,389,19,20,12,19
9,1,306,12,25,13,8
8,1,312,24,13,0,18
8,1,321,19,16,4,22
8,1,384,14,27,12,3
9,1,464,29,16,19,16
6,1,158,9,17,9,16
11,1,597,14,42,22,12
8,1,150,8,18,3,30
11,1,445,24,18,13,16
10,1,453,23,19,5,5
8,1,316,8,39,2,21
6,1,127,8,15,2,32
9,1,377,16,23,8,6
8,1,435,14,31,14,3
10,1,400,18,22,13,16
8,1,368,19,19,9,22
8,1,295,18,16,7,2
10,1,495,38,13,13,2
9,1,385,25,15,11,23
8,1,326,19,17,13,0
9,1,411,21,19,27,13
8,1,261,14,18,9,27
9,1,233,14,16,15,22
8,1,197,15,13,3,28
8,1,487,10,48,17,9
8,1,343,16,21,3,15
7,1,277,12,23,8,25
8,1,286,23,12,11,28
5,1,103,5,20,6,4
8,1,353,16,22,1,7
10,1,514,37,13,14,10
8,1,306,17,18,14,9
8,1,319,24,13,3,11
10,1,434,36,12,26,27
8,1,318,10,31,12,21
9,1,327,27,12,4,3
8,1,274,18,15,2,6
10,1,495,32,15,9,27
8,1,264,4,66,6,32
6,1,140,9,15,5,3
8,1,264,16,16,6,29
10,1,416,26,16,7,19
10,1,317,21,15,12,11
6,1,125,6,20,5,21
8,1,333,16,20,9,4
8,1,341,21,16,7,31
8,1,307,25,12,6,9
6,1,251,18,13,3,6
6,1,184,5,36,4,24
9,1,439,28,15,29,9
6,1,248,6,41,13,2
4,1,127,4,31,3,14
8,1,321,13,24,10,16
9,1,344,22,15,5,3
9,1,322,16,20,1,34
8,1,322,19,16,7,14
8,1,285,24,11,4,10
10,1,472,23,20,12,9
8,1,261,20,13,10,6
10,1,466,23,20,2,33
8,1,239,12,19,15,26
10,1,420,30,14,6,11
7,1,211,16,13,9,34
8,1,250,13,19,3,26
6,1,137,9,15,1,0
8,1,359,24,14,3,2
9,1,579,32,18,12,26
6,1,279,12,23,19,14
7,1,387,19,20,3,30
8,1,376,17,22,9,27
2,1,50,2,25,3,21
8,1,323,22,14,1,29
8,1,397,21,18,4,30
8,1,368,27,13,8,19
7,1,177,11,16,11,9
9,1,451,30,15,7,4
9,1,396,24,16,9,23
4,1,97,6,16,3,31
6,1,167,7,23,4,34
8,1,286,21,13,15,23
8,1,416,29,14,19,20
8,1,299,17,17,16,6
11,1,379,21,18,8,9
7,1,219,11,19,0,34
5,1,140,7,20,11,27
11,1,533,22,24,14,33
7,1,306,10,30,8,21
8,1,373,22,16,5,6
10,1,546,30,18,8,5
8,1,529,37,14,3,26
9,1,431,26,16,6,5
8,1,287,29,9,5,4
8,1,233,15,15,9,5
9,1,288,6,48,15,25
8,1,249,13,19,0,5
8,1,270,15,18,4,13
11,1,613,17,36,17,14
10,1,422,27,15,19,5
8,1,311,11,28,9,2
9,1,312,20,15,4,32
9,1,531,30,17,1,16
7,1,248,13,19,16,6
10,1,446,25,17,17,16
10,1,512,26,19,5,3
10,1,421,21,20,8,34
11,1,473,28,16,3,22
9,1,534,21,25,8,2
2,1,32,5,6,7,19
10,1,430,20,21,8,31
8,1,338,19,17,14,6
8,1,390,21,18,5,20
9,1,389,30,12,5,25
11,1,589,33,17,4,19
10,1,550,32,17,8,4
9,1,337,18,18,10,13
8,1,331,14,23,4,11
8,1,308,12,25,7,10
10,1,472,26,18,10,23
8,1,326,20,16,5,1
8,1,263,18,14,9,2
8,1,248,9,27,1,5
9,1,379,16,23,10,31
9,1,423,33,12,13,24
8,1,340,15,22,24,25
9,1,416,16,26,19,5
11,1,712,35,20,25,16
8,1,388,21,18,8,0
8,1,241,18,13,14,13
9,1,336,16,21,4,34
9,1,365,24,15,20,28
9,1,376,14,26,5,17
9,1,422,27,15,5,19
8,1,342,21,16,10,7
8,1,212,13,16,11,9
9,1,431,18,23,12,15
7,1,280,10,28,16,5
10,1,398,17,23,7,27
10,1,742,36,20,19,18
9,1,445,18,24,10,27
8,1,373,23,16,3,25
8,1,316,17,18,3,31
8,1,427,33,12,16,13
8,1,276,16,17,6,11
10,1,474,35,13,5,29
10,1,508,27,18,15,23
10,1,508,24,21,6,28
8,1,341,21,16,11,13
8,1,425,18,23,7,20
8,1,224,14,16,16,26
8,1,343,14,24,5,19
10,1,289,17,17,15,5
10,1,511,15,34,29,0
8,1,302,19,15,6,17
8,1,285,16,17,14,14
10,1,414,23,18,5,6
8,1,299,21,14,7,9
8,1,276,20,13,5,10
8,1,299,14,21,4,1
11,1,461,36,12,7,4
8,1,339,19,17,11,9
11,1,515,31,16,14,9
8,1,302,26,11,12,26
6,1,186,16,11,17,16
11,1,414,22,18,12,32
9,1,337,21,16,4,12
8,1,366,18,20,7,10
9,1,393,32,12,13,20
8,1,218,16,13,20,11
8,1,271,13,20,2,7
9,1,456,28,16,13,8
8,1,243,19,12,10,22
8,1,257,18,14,6,32
8,1,303,12,25,13,7
9,1,382,20,19,17,29
9,1,442,20,22,7,30
8,1,343,22,15,16,24
10,1,454,27,16,13,26
8,1,370,15,24,11,27
9,1,341,22,15,10,11
8,1,380,31,12,17,3
9,1,444,37,12,6,2
9,1,481,31,15,2,32
10,1,358,17,21,6,34
9,1,463,26,17,6,16
10,1,592,34,17,13,26
9,1,395,25,15,4,15
11,1,592,33,17,6,21
6,1,196,12,16,4,21
5,1,93,8,11,3,8
8,1,413,27,15,5,11
11,1,551,28,19,9,34
8,1,304,16,19,5,18
10,1,470,44,10,9,32
8,1,354,14,25,13,21
8,1,314,28,11,6,8
8,1,408,5,81,32,23
6,1,163,12,13,7,8
8,1,333,21,15,6,7
7,1,227,17,13,12,34
8,1,312,19,16,26,8
8,1,379,23,16,15,18
5,1,117,6,19,10,33
10,1,672,37,18,6,3
8,1,414,21,19,17,24
7,1,195,22,8,8,8
9,1,368,19,19,28,26
11,1,505,21,24,15,10
9,1,389,25,15,5,17
10,1,478,19,25,11,28
10,1,493,25,19,16,16
9,1,437,30,14,15,17
9,1,369,17,21,4,30
8,1,353,27,13,14,32
8,1,455,22,20,12,32
8,1,321,22,14,9,4
9,1,425,27,15,6,6
8,1,301,17,17,4,5
8,1,209,16,13,7,1
11,1,513,26,19,13,26
8,1,346,22,15,1,7
12,1,445,24,18,12,29
6,1,207,13,15,1,14
7,1,239,15,15,8,12
7,1,198,6,33,8,27
8,1,384,38,10,12,33
9,1,454,23,19,12,27
6,1,221,13,17,26,15
9,1,428,21,20,10,33
8,1,359,25,14,5,26
6,1,259,11,23,4,23
10,1,538,27,19,10,17
7,1,290,7,41,12,26
8,1,427,28,15,13,11
9,1,325,19,17,11,12
8,1,392,18,21,9,12
11,1,444,19,23,5,34
9,1,437,17,25,38,5
9,1,388,33,11,4,23
9,1,462,26,17,3,2
10,1,452,27,16,6,2
9,1,413,26,15,8,9
9,1,427,17,25,14,3
10,1,429,18,23,37,19
9,1,483,23,21,5,34
8,1,336,17,19,6,5
10,1,386,25,15,18,1
9,1,318,22,14,8,13
8,1,336,20,16,10,3
8,1,235,16,14,4,6
9,1,464,16,29,15,14
7,1,259,14,18,3,29
11,1,718,37,19,12,33
8,1,257,27,9,12,1
7,1,332,11,30,3,16
10,1,505,30,16,18,16
8,1,382,29,13,6,31
8,1,322,22,14,5,30
6,1,224,11,20,8,11
9,1,434,33,13,7,6
11,1,491,28,17,17,33
10,1,407,21,19,4,34
10,1,349,18,19,8,20
8,1,368,23,16,11,29
9,1,324,19,17,14,32
6,1,118,6,19,1,3
8,1,300,21,14,5,19
8,1,357,17,21,17,18
9,1,473,17,27,23,1
8,1,190,8,23,3,7
10,1,759,39,19,16,27
8,1,354,25,14,2,2
10,1,410,19,21,14,4
8,1,240,8,30,15,20
10,1,533,35,15,17,10
10,1,328,23,14,6,15
12,1,550,28,19,16,11
8,1,367,7,52,24,32
8,1,337,16,21,8,12
12,1,475,24,19,13,14
8,1,405,24,16,7,28
5,1,100,6,16,6,30
8,1,360,29,12,14,31
9,1,413,25,16,0,17
8,1,471,12,39,4,26
9,1,286,19,15,12,34
10,1,344,22,15,4,15
8,1,372,21,17,17,31
10,1,499,28,17,11,14
8,1,321,13,24,13,26
10,1,404,16,25,10,17
9,1,369,17,21,7,19
9,1,390,19,20,16,19
11,1,604,28,21,6,31
5,1,116,4,29,6,28
10,1,438,25,17,19,1
9,1,463,24,19,16,5
10,1,454,22,20,2,19
8,1,331,18,18,12,11
8,1,497,20,24,16,1
7,1,200,16,12,8,13
8,1,291,18,16,8,34
2,1,15,1,15,0,6
7,1,214,18,11,7,21
4,2,488,20,24,20,13
1,2,187,3,62,26,30
2,2,229,9,25,15,9
4,2,507,31,16,42,28
4,2,472,34,13,70,22
4,2,342,25,13,23,22
5,2,543,20,27,28,6
2,2,820,35,23,58,1
4,2,350,19,18,20,21
4,2,388,20,19,16,16
3,2,354,15,23,29,20
3,2,325,17,19,15,31
5,2,534,28,19,52,16
3,2,347,12,28,23,0
3,2,110,5,22,19,22
3,2,372,14,26,26,16
4,2,689,39,17,38,10
3,2,341,11,31,17,14
1,2,148,5,29,2,31
3,2,354,21,16,25,13
3,2,331,11,30,18,1
3,2,308,19,16,30,25
3,2,210,8,26,19,19
4,2,555,18,30,55,32
3,2,531,22,24,50,11
4,2,414,18,23,40,24
4,2,256,11,23,61,12
2,2,87,5,17,6,12
3,2,289,13,22,13,18
3,2,297,19,15,16,32
4,2,477,38,12,56,8
3,2,368,15,24,25,11
3,2,181,8,22,11,14
4,2,424,21,20,39,26
3,2,310,17,18,32,33
4,2,451,25,18,24,1
4,2,411,18,22,38,33
3,2,385,19,20,16,4
3,2,321,18,17,14,30
4,2,451,22,20,19,21
3,2,502,20,25,77,29
4,2,332,21,15,31,19
4,2,763,39,19,59,18
4,2,699,22,31,189,9
4,2,334,23,14,15,22
4,2,379,16,23,117,19
4,2,726,28,25,71,33
3,2,293,8,36,10,6
4,2,385,17,22,16,9
3,2,358,18,19,28,21
5,2,518,26,19,17,9
3,2,303,18,16,25,5
4,2,398,21,18,19,16
3,2,252,13,19,20,16
4,2,501,20,25,33,17
4,2,650,38,17,56,34
4,2,787,32,24,53,6
2,2,151,8,18,22,31
3,2,352,12,29,104,5
4,2,512,27,18,49,10
2,2,103,4,25,12,10
3,2,245,8,30,27,27
3,2,410,13,31,17,5
4,2,553,41,13,37,2
4,2,304,18,16,16,17
3,2,278,20,13,12,25
3,2,260,13,20,18,5
4,2,373,26,14,28,28
3,2,248,12,20,25,7
3,2,314,14,22,27,22
3,2,558,36,15,30,4
4,2,777,18,43,479,29
2,2,324,19,17,22,6
4,2,449,21,21,34,20
4,2,401,20,20,10,17
3,2,396,17,23,34,14
3,2,435,13,33,23,2
3,2,331,15,22,27,23
3,2,334,16,20,40,10
3,2,127,7,18,13,12
3,2,408,22,18,44,6
3,2,379,18,21,31,26
4,2,385,18,21,33,24
3,2,434,12,36,135,34
3,2,336,21,16,22,10
4,2,373,14,26,24,25
3,2,347,15,23,14,33
3,2,144,8,18,17,26
1,2,82,2,41,20,15
4,2,451,22,20,42,3
2,2,257,14,18,20,20
4,2,641,33,19,31,23
3,2,300,13,23,25,8
4,2,313,16,19,22,31
4,2,715,27,26,38,14
4,2,1082,52,20,32,0
4,2,607,22,27,26,17
4,2,640,24,26,26,24
3,2,352,19,18,34,15
5,2,611,28,21,21,30
3,2,463,12,38,28,31
3,2,442,18,24,24,28
4,2,476,29,16,25,11
4,2,346,16,21,38,6
3,2,252,3,84,18,10
3,2,330,7,47,28,19
3,2,493,25,19,26,20
3,2,196,11,17,22,30
2,2,129,9,14,11,17
2,2,157,5,31,6,12
3,2,353,25,14,22,9
3,2,332,12,27,29,21
3,2,379,25,15,17,8
2,2,175,8,21,6,29
3,2,196,8,24,30,30
3,2,279,13,21,41,25
4,2,364,13,28,17,19
2,2,159,6,26,17,22
1,2,140,10,14,2,12
3,2,477,20,23,43,33
3,2,209,9,23,19,13
4,2,616,22,28,25,0
3,2,362,6,60,9,6
3,2,217,12,18,31,27
3,2,268,16,16,15,28
3,2,317,18,17,27,1
5,2,659,38,17,39,15
3,2,219,14,15,15,24
4,2,604,27,22,20,1
3,2,459,15,30,22,12
3,2,276,13,21,9,32
3,2,461,21,21,48,9
3,2,229,11,20,24,2
3,2,336,16,21,23,16
3,2,259,12,21,27,10
3,2,275,16,17,9,21
4,2,529,26,20,22,7
4,2,414,14,29,23,27
3,2,272,15,18,21,22
3,2,341,14,24,36,24
2,2,153,6,25,18,31
4,2,520,24,21,20,14
3,2,422,23,18,26,4
4,2,418,16,26,22,11
4,2,431,14,30,26,23
4,2,282,14,20,17,25
4,2,370,22,16,27,10
4,2,666,27,24,40,13
4,2,502,17,29,41,4
3,2,422,22,19,30,19
4,2,412,24,17,24,9
4,2,955,27,35,47,13
4,2,471,19,24,23,8
4,2,299,10,29,17,34
3,2,459,21,21,88,11
4,2,453,26,17,21,20
4,2,487,24,20,32,5
3,2,290,10,29,7,24
4,2,437,21,20,26,20
3,2,338,22,15,26,33
4,2,342,17,20,15,15
3,2,373,17,21,32,16
4,2,428,14,30,28,12
3,2,454,28,16,24,9
4,2,482,16,30,21,1
3,2,353,14,25,23,33
4,2,307,16,19,28,4
4,2,556,34,16,30,25
3,2,222,9,24,19,11
2,2,100,4,25,6,33
3,2,202,8,25,19,4
3,2,431,16,26,15,25
4,2,595,27,22,40,1
3,2,387,20,19,20,6
4,2,344,6,57,33,9
4,2,744,37,20,34,9
3,2,208,7,29,24,16
3,2,203,9,22,12,9
4,2,309,15,20,19,7
4,2,490,28,17,20,33
2,2,190,8,23,15,29
1,2,230,8,28,56,23
3,2,433,24,18,16,20
3,2,396,19,20,35,33
4,2,476,22,21,48,18
5,2,398,19,20,44,7
3,2,295,12,24,17,24
4,2,292,14,20,24,8
4,2,517,20,25,35,7
3,2,301,20,15,69,32
4,2,310,17,18,14,21
3,2,380,17,22,23,31
3,2,367,27,13,19,28
5,2,593,37,16,55,6
4,2,583,18,32,39,14
3,2,511,26,19,28,11
3,2,284,9,31,27,29
4,2,613,27,22,19,33
4,2,555,24,23,36,1
1,2,176,1,176,21,5
4,2,339,17,19,15,3
4,2,395,22,17,22,23
3,2,676,34,19,23,19
4,2,626,29,21,51,20
2,2,170,13,13,14,11
3,2,337,15,22,24,2
